SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;FishTotalDensity;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;InvasiveFishDensity;RatioInvasiveDensity;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
FW08AR114;SAP;2009;0.127272728;1.090909092;244;0.000831062;0.000773948;0.000900177;20.896;20;0;0;0.954545455;20.43374116;12.8736;16.48504018;2129.608629;0;0.572706935;1.067356447;0.006991051;8.597477845
FW08AR116;CPL;2009;0.097727273;1;457;0.000875414;0.000841801;0.00091609;25.158;21;51;0.380952381;0.727272727;103.9333022;12.2805;17.3890176;1920.009379;0;0.254012459;0.262809921;0;4.161552061
FW08AR122;CPL;2009;0.449999999;3.666666667;59;0.000882141;0.000938411;0.000814047;5;5;0;0;0.75;6.729648079;1.9071;16.21390222;1694.837402;83.71873525;5.197734781;3.558786334;0.094384143;7.369727934
FW08AR124;SAP;2009;0.954545455;3.727272727;141;0.00087628;0.001166798;0.000524722;11.993;11;0;0;0.954545455;21.15849281;5.7285;16.19058278;1577.054448;0;2.057030636;2.076533386;0.047132757;12.39242644
FW08AR133;SAP;2009;0.75909091;6.363636363;411;0.001687296;0.002109125;0.000825135;21.245;19;0;0;1;24.0697211;16.7013;15.36192371;1725.687202;0;0.30764671;1.053966771;0;5.890320334
FW08AR141;CPL;2009;0.711363636;3;238;0.000861463;0.001124027;0.000543733;9;9;0;0;1;5.078962353;84.3651;17.42875129;1824.402939;87.87377719;2.543157064;1.745342923;0.55153138;16.78733257
FW08AR145;CPL;2009;0.1;2;29;0.000890483;0.001060028;0.000685316;3.966;3;0;0;0;8.126615482;1.7955;15.20674978;1573.916163;97.79448622;0.280200501;0.995049435;0;63.51841159
FW08AR146;SAP;2009;0.527272728;5.454545454;136;0.001289905;0.001961187;0.000702845;20.971;17;0;0;1;30.59572742;20.3346;16.43095286;2277.179003;0;0.74422413;1.685963977;0.017703815;3.322696315
FW08AR147;SAP;2009;0.327272729;2.181818183;11;0.000908208;0.001102449;0.000673156;10.091;6;0;0;0.909090909;12.44493325;1.944;16.15249813;1896.837884;0;0.05787037;0.30375139;0;3.265717083
FW08AR148;SAP;2009;0.415909091;4.09090909;34;0.000922467;0.000712245;0.001176858;3;3;0;0;0.95;11.31042757;0.7191;15.82166465;2139.406494;0;0.604505632;2.737513878;0;3.30995899
FW08AR151;CPL;2009;0.050000001;0.272727273;4;0.000911141;0.000683904;0.001186123;4.5;3;0;0;0;7.817289963;12.3507;16.93201975;1966.987903;88.01282518;0.294469139;1.843565781;0;8.625892738
FW08AR153;SAP;2009;0.504545455;3.909090909;191;0.000848566;0.000983585;0.000685178;16.995;16;0;0;1;21.88856996;21.1356;14.32249884;1544.611692;0;4.466700732;3.837281671;0.502469767;136.5568477
FW08AR161;CPL;2009;0.231818181;3.181818182;35;0.000886206;0.000962881;0.00079342;5.486;5;0;0;1;2.685523374;3.4479;15.43848494;1743.190885;27.2513704;2.194205168;1.72479949;0.05220569;14.61084175
FW08AR177;SAP;2009;0.446875;3.125;58;0.00093648;0.000435085;0.001543221;2;2;0;0;1;5.354276553;1.7631;13.97669376;1292.463135;0.867789689;5.312404288;3.853188707;0.510464523;85.2149224
FW08AR179;SAP;2009;0.500000001;2.000000001;9;0.000885993;0.000815898;0.000970815;4.444;4;0;0;NA;9.040423759;6.6915;15.40514866;1960.928392;0;0.823268325;1.575903775;0.013449899;23.0991491
FW08AR188;SAP;2009;0.765909091;4.272727272;650;0.000851171;0.001101707;0.000547996;12;12;0;0;0.904761905;33.92780273;31.4757;15.95118283;1689.802367;0;0.509164212;0.645241342;0.014296743;6.033124818
FW08AR192;SAP;2009;0.175;1.5;352;0.000858978;0.001126366;0.000535412;10.997;10;396;0.1;0.8125;45.7430034;47.3679;15.98174958;1737.955335;0;1.375387129;2.221900504;0.146301609;5.650393014
FW08AR218;CPL;2009;0.425;2.6;429;0.000873461;0.001152438;0.000535869;9;9;0;0;0;14.8802167;25.7472;15.74503159;1597.54031;94.52950224;0.682850951;1.462986962;0.006991051;4.96452487
FW08AR236;SAP;2009;0.188636366;2.454545456;247;0.000846228;0.0011002;0.000538895;11.996;11;0;0;0.272727273;13.04315501;2.7684;16.01201603;1562.91878;0;0.651170351;1.303155883;0;16.82621079
FW08AR255;SAP;2009;0.399999999;2.454545454;364;0.000863504;0.001139468;0.000529558;10.249;10;0;0;0.818181818;16.77184842;2.7774;15.9285343;1599.012451;0;14.50226831;4.01874133;4.309786131;141.2822244
FW08AR276;SAP;2009;0.100000001;1.272727273;21;0.000914891;0.000375107;0.001568086;2;2;0;0;0.454545455;8.824452502;1.9971;15.9320062;1430.57463;0;1.657954033;2.127467326;0;9.536529772
FW08AR303;CPL;2009;0.118181818;0.909090909;14;0.000930737;0.00072196;0.00118338;2.929;2;0;0;0;14.85993869;1.7289;17.44922615;1976.870117;99.27121291;0;0;0;4.118339065
FW08AR307;SAP;2009;0.136363637;2.363636364;117;0.000851625;0.001101457;0.000549302;10.983;9;0;0;0.5;16.15889917;1.1349;16.24033326;1460.555493;0;3.570182395;2.804196442;0.317208565;42.29872991
FW08AR311;CPL;2009;0.277272728;2.545454546;55;0.000918801;0.001235164;0.000535967;8.123;8;0;0;1;11.63111466;2.6388;17.44241501;1907.271869;0;0.304570259;1.357970252;0;4.407406753
FW08AR320;SAP;2009;0.285714286;3.428571428;441;0.000920105;0.000706236;0.001178909;3;3;0;0;0.428571429;3.688277353;6.8769;15.25680811;1757.795327;0;0.288574794;0.905387959;0;10.1301622
FW08AZ004;XER;2009;0.586363636;2.363636364;503;0.000939786;0.000445041;0.00153848;2;2;0;0;0.863636364;2.42065127;2747.1348;16.03735931;221.7926489;0.05264758;0.152297295;0.779475843;0.003833085;1.823180118
FW08AZ006;WMT;2009;0.168181819;3;99;0.000975536;6.45E-05;0.002078021;1;1;0;0;0.136363636;6.003462834;20.3832;6.572395938;530.9476617;0;0.170257859;1.501302311;0;0.755769128
FW08AZ007;XER;2009;0.533636364;4.900000001;44;0.00097799;0.000558857;0.001485185;2;2;47;1;0;12.07539865;173.0529;8.795336417;343.3794339;0;0.171504205;0.407955846;0.014041949;0.097693266
FW08AZ008;XER;2009;0.28409091;1.818181819;65;0.000958327;0.001003649;0.000903483;4;4;13;0.25;0.363636364;9.732412423;9921.9861;11.93422781;326.5598644;0.241055569;0.163668794;0.430216119;0.003301758;0.565127092
FW08AZ009;XER;2009;0.356818182;2.636363637;1;0.000989878;9.63E-05;0.00207125;1;1;4;1;0;288.8229509;343776.7989;8.016107491;322.1690199;0.902110093;0.336692166;0.934210559;0.030530594;3.462004927
FW08AZ022;XER;2009;0.247727274;2.545454547;70;0.000986061;0.001080724;0.000871509;4;4;1;0.25;0.714285714;16.15896724;967.4964;11.44138956;360.1936569;0;0.100556653;0.314176288;0;0.417553916
FW08AZ024;XER;2009;0.395454545;4.181818183;21;0.000895542;0.001852006;0.000948224;4.952;4;6;0.25;0.909090909;29.62974209;1992.06;10.51240105;262.0821662;0;1.079545947;1.954187199;0.110192464;18.53846805
FW08AZ050;XER;2009;0.256666666;3.000000002;46;0.000975364;0.000850977;0.001125886;3;3;56;0.666666667;0.2;15.22450693;12339.0639;12.73902885;228.9045152;0.168584101;0.505314305;0.856548493;0.09620665;11.43203079
FW08AZ062;XER;2009;0.327272728;2.545454545;2;0.000974975;4.42E-05;0.002101363;1;1;152;6;0.090909091;99.57865781;437479.7076;9.603475925;288.6976706;0.821833776;0.448608754;0.902371274;0.076738074;7.462136121
FW08AZ073;XER;2009;0.181818183;1.818181819;1;0.000992735;0.000103043;0.002069356;1;1;3;2;0;475.8814363;343942.38;8.019156355;322.1038707;0.901675798;0.336546485;0.933810212;0.030516158;3.460392087
FW08AZ098;XER;2009;0.413636364;3.454545454;1;0.000989878;9.63E-05;0.00207125;1;1;1;1;0.727272727;412.7377307;360238.4406;8.175279999;317.8290449;0.8616493;0.331124897;0.924330348;0.029517699;3.349057728
FW08AZ107;XER;2009;0.318181819;2.363636363;113;0.000956964;0.001009846;0.000892972;4;4;84;0.75;0.173913043;41.58747325;9278.7453;11.67915129;333.607809;0.220423121;0.149940003;0.415696963;0.002512193;0.463971962
FW08AZ139;XER;2009;0.147727272;1.272727274;41;0.000978952;5.68E-05;0.002094838;1;1;72;3;0.117647059;26.52381506;7185.429;10.47930967;374.6796769;0.005210545;0.133339847;0.466948097;0.00306871;0.731722814
FW08AZ155;XER;2009;0.365909092;3.000000001;21;0.000969339;0.001037069;0.000887379;4;4;18;0.75;0.545454545;19.08286834;1546.0794;12.19425304;341.0917531;0;0.08947089;0.267043985;5.82E-05;0.413890569
FW08AZ171;WMT;2009;0.261818182;2.645454547;24;0.000975536;6.45E-05;0.002078021;1;1;19;2;0.80952381;9.91376963;312.4782;8.062697425;399.1139329;0;0.108137144;0.635740209;0;0.398093551
FW08AZ260;WMT;2009;0.546666667;4.466666667;46;0.000963881;0.000518614;0.001502701;2;2;0;0;0.466666667;15.97382961;393.6915;9.899608903;316.6130699;0;1.077444649;1.76915204;0.063323694;5.190656828
FW08CA002;XER;2009;0.504545455;4.272727273;221;0.000993698;0.000901187;0.001105647;3;3;0;0;0.909090909;27.40714351;112.1562;15.04216304;778.1033873;0.152465936;1.887279526;2.257860189;0.24474795;72.11615566
FW08CA008;WMT;2009;0.594545453;5.309090908;40;0.000968751;0.002053612;0.001492284;12;12;0;0;1;8.577743105;6.9687;11.9865331;860.3590951;0;0.314477593;0.748413817;0.012914891;1.440201107
FW08CA009;WMT;2009;0.5;1.90909091;80;0.00095906;2.29E-05;0.002091948;1;1;0;0;0.818181818;27.6459287;112.5783;4.776047858;1246.87855;0;0.000159889;0;0;1.773956688
FW08CA097;XER;2009;0.693181818;4.090909091;54;0.000997606;0.001011647;0.002063873;34;30;0;0;0.545454545;6.809310641;7.5078;4.269844087;583.1041828;0;0.005274515;0.419292311;0;0.405409986
FW08CA102;WMT;2009;0.488636363;2.272727273;7;0.000993784;0.000596607;0.00147441;2;2;0;0;1;23.65230251;5.9157;12.04777394;860.0954563;0;0.015365891;0.384758154;0;7.392914046
FW08CA116;WMT;2009;0.754545455;3.090909092;35;0.00095906;2.29E-05;0.002091948;1;1;0;0;1;18.86720205;47.4579;8.088141599;1029.690616;0;0.164855588;0.548458324;0.064478201;0.390531874
FW08CA132;WMT;2009;0.520454545;3.272727273;32;0.00095906;2.29E-05;0.002091948;1;1;0;0;0.954545455;7.039886363;18.2844;9.555182087;469.2001433;0;0.292921835;3.84015553;0;1.216166448
FW08CA145;XER;2009;0.900000001;5.545454545;113;0.001295906;0.0020229;0.002091948;59;38;0;0;0.954545455;4.759509354;31.6998;2.004249511;742.077474;0;0.11472943;0.124979178;0;2.272734637
FW08CA155;XER;2009;0.368181818;3.727272727;1;0.000997606;0.000116471;0.002063873;1;1;140;1;0.954545455;29.53103315;13.9383;14.86706427;760.0409359;0.006457028;10.82101117;4.043463667;0.923355072;441.8067323
FW08CA168;WMT;2009;0.281818182;2;127;0.00095906;2.29E-05;0.002091948;1;1;0;0;1;27.86521672;16.7616;11.56172941;1713.358056;0;0.252738402;2.119828873;0;3.400078492
FW08CA170;WMT;2009;0.379545455;4.090909091;19;0.00095906;2.29E-05;0.002091948;1;1;0;0;1;16.19064451;113.103;8.493737231;1430.503202;0;0.181204743;0.940426188;0.000795735;4.145550292
FW08CA199;XER;2009;0.441363636;4.372727272;245;0.000974259;0.000853969;0.001119823;3;3;0;0;0.727272727;36.37400976;96.2829;14.27564185;789.7366337;0;0.304652228;1.785082102;0.098148269;3.261835768
FW08CA207;WMT;2009;0.059090909;0.818181819;21;0.000970553;0.000540612;0.001490827;2;2;0;0;0.863636364;22.83311435;8.9271;13.57608216;1292.511734;0;0.992337937;2.116948931;0.030244984;15.11886116
FW08CO004;SPL;2009;1.011363636;4.363636362;27;0.000926724;0.001093;0.002160654;1;1;0;0;0.909090909;5.944414407;65.9511;7.402195371;593.943976;0;1.447809059;1.647344397;0.196509232;31.61259799
FW08CO007;SPL;2009;0.45909091;1.090909091;44;0.00093729;0.000956994;0.000913447;4;4;0;0;0;16.09373549;445.1301;8.713141629;515.9914486;17.92579293;0.054255149;0.812456643;0.000404376;1.507291697
FW08CO015;SPL;2009;0.220454546;2.363636364;162;0.000860165;0.000768842;0.000970677;4;4;21;0.75;0.818181818;23.03751004;588.942;4.279005649;713.1678928;0.05104068;0.44878511;0.745892517;0.020630215;6.453362417
FW08CO028;SPL;2009;0.313636363;2.000000001;19;0.000887732;0.000980505;0.000775466;5;5;0;0;0.318181818;21.06813142;7134.5646;10.0770776;414.0494429;0.737098939;0.143594018;0.630233799;0.00836351;1.953002262
FW08CO032;SPL;2009;0.413636364;1.909090909;581;0.000852483;0.001072238;0.000586556;13.998;13;91;0.076923077;0.272727273;16.88792229;57660.6519;7.81158543;551.738141;19.42704987;2.072204361;1.456849024;0.510621698;61.72473528
FW08CO033;XER;2009;0.168181819;1.90909091;76;0.000863985;0.000777208;0.000968995;4;4;63;1;0;16.65901339;11540.6829;3.608250254;501.3847764;5.3008033;0.494124728;0.938243141;0.039803537;3.03425263
FW08CO036;SPL;2009;0.234090908;1.90909091;501;0.000852422;0.001068445;0.000591013;13;13;3;0.076923077;0.181818182;19.64181682;43156.3806;7.436940634;540.67684;16.31766984;2.652924326;1.62720247;0.667486467;81.42114609
FW08CO037;XER;2009;0.161363636;1.000000001;27;0.000977689;0.000216615;0.001576333;4;4;113;1.25;0.090909091;118.2918313;21001.1958;5.367250916;550.4671301;0.888283704;0.239343643;0.727243461;0.016019088;1.816185255
FW08CO046;WMT;2009;0.540909092;2;76;0.00096572;0.001162111;0.000728067;5.493;5;61;0.8;0.227272727;88.80787462;8808.5169;2.36688034;588.977257;0.168617489;0.582980638;0.97586268;0.06253039;5.360811573
FW08CO047;SPL;2009;0.131818183;2.636363636;59;0.000863714;0.001011102;0.000685358;6.983;6;46;0.833333333;0.285714286;27.23555599;12208.0401;5.125976168;562.198274;0.397589618;5.206144662;2.432318726;1.438830464;181.1457582
FW08CO049;XER;2009;0.118181819;2;120;0.000894973;0.000857473;0.000940353;4;4;47;0.5;0.045454545;23.76300495;6927.2208;3.096150494;515.3484872;6.775535436;0.520414681;0.726482919;0.057802402;4.054081667
FW08CO050;WMT;2009;0.470454547;2.909090909;145;0.0009627;0.000519786;0.001498672;2;2;18;1.5;0;15.41971714;1244.1744;2.41928326;834.7940433;0.044270321;0.072645282;0.287964796;0.000940383;0.518194369
FW08CO053;XER;2009;0.188636364;1.727272728;52;0.000970601;0.001174292;0.000724113;5;5;466;0.8;0.136363636;6.910568688;9858.7053;4.785237643;628.7981103;1.823141016;0.351678095;0.785904344;0.030737302;3.610150742
FW08CO054;WMT;2009;0.397727273;2.363636364;38;0.000916627;0.000705471;0.001172147;3;3;130;0.666666667;0.181818182;17.61797464;5448.7026;3.347399543;504.8939413;0;0.320916653;1.175003931;0.010719983;4.06040057
FW08CO055;WMT;2009;0.404545455;2.090909092;501;0.000952642;0.00112986;0.00073819;5.998;5;33;0.2;0.727272727;22.14441192;1347.6834;4.246482518;685.9498439;0.019433348;0.075022071;0.330902555;0.000200344;0.474456107
FW08CO060;SPL;2009;0.158333333;2.5;77;0.000886096;0.001918895;0.000604384;7;7;451;1.285714286;0.636363636;30.0618403;8454.7197;10.32367616;422.3226233;0.66783172;0.128421005;0.578685183;0.007078886;1.684227093
FW08CO062;WMT;2009;0.30909091;1.90909091;4;0.000959012;0.000510567;0.001501678;2;2;40;2;0.272727273;123.8499831;6284.4471;1.871708429;580.6788729;0.003265204;0.710693786;1.052346964;0.086083945;6.705821443
FW08CO066;XER;2009;0.088636364;0.818181819;2;0.000991502;0.000591034;0.00147611;2.5;2;36;2.5;0.136363636;58.88870145;9677.2779;4.735491804;633.8677212;1.838990281;0.352910863;0.790514868;0.031313558;3.676039079
FW08CO072;SPL;2009;0.429545454;2.363636364;250;0.000871764;0.001128292;0.000561338;8;8;0;0;0.954545455;46.77185548;4496.8734;9.340006885;429.2480746;1.111612348;0.206921169;0.82568343;0.01316915;3.043059029
FW08CO083;WMT;2009;0.36590909;3.454545454;96;0.000947497;0.000789777;0.001138354;3.495;3;24;0.666666667;0.636363636;17.53517389;164.9079;2.51449865;740.3133931;0;0.135664817;0.37845078;0;0.408692488
FW08CO085;XER;2009;0.231818181;3.545454545;268;0.000975536;6.45E-05;0.002078021;1;1;0;0;0;18.41551827;303.2406;6.75835227;497.5013233;0;0.14805867;0.718989279;0;0.183807199
FW08CO086;WMT;2009;0.334545454;2.654545454;33;0.000955734;5.67E-06;0.002119141;1;1;0;0;0.772727273;11.68725024;69.4602;7.190134009;714.1973097;0;0.873824147;1.835175938;0.059602477;56.66955563
FW08CO123;WMT;2009;0.468181818;3.090909091;95;0.000965053;0.000519847;0.001503799;2;2;40;0.5;0.545454545;13.18690811;498.4209;3.994038613;577.4896401;0;0.132659565;1.206380602;0.000361141;0.688768517
FW08CO125;SPL;2009;0.35;3.727272727;192;0.000909058;0.000364091;0.001568526;2;2;0;0;0.380952381;11.4741871;692.5041;6.78103246;463.1130253;0.057443703;0.210329729;1.144645141;0.005198525;2.66585583
FW08CO136;SPL;2009;0.875;1.181818182;15;0.000979592;0.000556772;0.00149125;2;2;0;0;0;9.662706297;424.0377;11.93965013;514.4874389;20.7979149;0.482461111;0.758048299;0.053273565;0.737153391
FW08CT002;NAP;2009;0.4;3.272727274;162;0.000865814;0.001131881;0.000543845;13.988;12;21;0.25;0.818181818;24.62185939;136.3977;8.648551575;1219.720251;0.033651594;2.82918187;2.491602142;0.403819126;82.38521766
FW08CT003;NAP;2009;0.213636362;2.090909091;117;0.000964898;2.18E-05;0.002106099;1;1;0;0;NA;7.924295041;2.6883;9.915760845;1287.580146;0;0.005691329;2.087699993;0;41.2640095
FW08CT004;NAP;2009;0.195454546;2.090909091;111;0.000871358;0.00079635;0.000962126;4;4;0;0;NA;11.58217355;3.1257;9.892076241;1269.245696;0.0575871;14.15577311;5.5951671;2.706593723;454.8083634
FW08CT005;NAP;2009;0.525;4.090909092;550;0.000868384;0.000851981;0.000888233;21.123;20;5;0.05;1;68.21060672;1532.4516;8.559862321;1332.16075;0.984481337;4.302063047;2.725577077;0.714443445;133.6448055
FW08CT006;NAP;2009;0.749772727;4.527272727;304;0.000854255;0.001085467;0.000574466;17.485;13;204;0.384615385;1;37.70512384;1193.5728;8.969409915;1255.464861;1.357872767;4.566998594;2.791854202;0.882225198;121.3195387
FW08CT008;NAP;2009;0.3;4.545454545;86;0.000917807;0.000901322;0.000937756;4;4;0;0;NA;11.22793684;4.0608;9.710338681;1210.478458;1.55141844;4.02947695;4.129681878;0.022163121;184.5806725
FW08CT012;NAP;2009;0.44090909;2.818181818;560;0.000885489;0.001197406;0.000508036;17.986;10;9;0.2;0.954545455;134.7284587;27644.1678;6.604156094;1265.172888;0.915537056;2.878135693;1.964427955;0.555161585;71.70292885
FW08CT015;NAP;2009;0.222727273;3;105;0.000907109;0.001168142;0.000591232;7;7;72;0.714285714;0.954545455;77.10225403;2608.1802;8.059198025;1325.061395;1.547527276;2.358055168;2.233963911;0.431128187;48.67504481
FW08CT016;NAP;2009;0.363181819;2.963636364;484;0.000876477;0.000964716;0.000769699;30.474;18;27;0.166666667;0.954545455;48.6571182;1571.499;8.60224227;1330.322233;1.131372021;4.683194071;2.774985248;0.815126195;138.136724
FW08CT017;NAP;2009;0.743181819;3.272727273;134;0.000896835;0.001142409;0.000599665;8.985;7;93;0.285714286;0.954545455;26.52603828;1166.175;9.10560338;1268.505934;1.269380668;2.854164769;2.451270836;0.427474436;104.6842417
FW08CT018;NAP;2009;0.949999999;5.545454545;176;0.000874077;0.001152015;0.000537743;10.989;11;80;0.111111111;1;299.7839389;612.3681;7.714478675;1332.841558;0.009553078;1.405839723;1.956936079;0.160491704;37.35259906
FW08CT021;NAP;2009;0.443181817;3.545454546;57;0.000910322;0.001114738;0.000662958;6;6;13;0.166666667;1;117.4964431;25017.876;6.339878774;1261.055567;0.695210097;2.163698252;1.785073387;0.388532983;47.38548369
FW08CT022;NAP;2009;0.702272727;4.181818182;370;0.000863504;0.0011384;0.000530851;11.499;11;175;0.545454545;1;56.56987366;1546.0101;9.105173232;1274.483032;1.559330046;4.106421103;2.636320517;0.734257816;110.1826349
FW08CT024;NAP;2009;0.613636364;3.454545454;58;0.000875012;0.001164966;0.000524137;9;9;29;0.222222222;0.954545455;426.7299579;700.9929;9.992428046;1503.355298;1.120967131;3.134219476;2.328388249;0.403270846;75.68136108
FW08CT025;NAP;2009;0.627272728;3.545454546;550;0.000883289;0.001182312;0.00052144;10.996;9;17;0.222222222;1;122.697722;27579.1572;6.595835189;1265.302181;0.91568498;2.828375242;1.953390764;0.54800188;70.09675982
FW08CT030;NAP;2009;0.438636363;3.181818182;612;0.000865669;0.001135512;0.000539131;9;9;7;0.222222222;1;30.52632413;88.7049;8.526564014;1259.585926;9.303882875;2.290388693;1.965664054;0.223212021;29.24412135
FW08CT032;NAP;2009;0.363636364;2.090909091;231;0.000883308;0.0010588;0.000670945;16.166;16;17;0.1875;0.727272727;35.03692136;1545.3171;8.574105067;1331.571687;1.017286355;4.429204336;2.743774546;0.736800233;135.1220034
FW08DE009;SAP;2009;0.545454545;3.454545455;483;0.000871113;0.000993659;0.00072282;17.499;17;27;0.117647059;0.909090909;15.90248059;789.5601;11.41595988;1389.756706;11.68429104;6.361740544;3.930870888;1.259220166;263.5551648
FW08DE012;CPL;2009;0.222727273;2.636363636;56;0.000942716;0.00132121;0.000484698;11.655;11;6;0.090909091;1;8.693431864;17.7678;13.00221825;1436.359661;49.45800831;1.316229359;1.80015073;0.060784115;59.25303522
FW08DE025;SAP;2009;0.445454547;3.818181818;238;0.000915847;0.001261623;0.000497423;10.996;10;0;0;0.636363636;7.241372435;13.7754;12.23494829;1403.882299;0;20.21958709;9.605612176;1.698680256;1191.208418
FW08DE028;CPL;2009;0.45;3.090909091;8;0.000912041;0.001026251;0.000773836;10.25;5;31;0.2;1;11.56684132;10.1088;13.07591127;1464.186443;51.37108262;1.602207977;1.365332126;0.275997151;67.28507488
FW08DE040;CPL;2009;0.245454546;2.363636363;14;0.000955533;0.001132397;0.000741509;5.155;5;24;0.2;0.136363636;15.53667541;54.7668;13.43466807;1501.082045;48.82830474;0.731627555;1.313343687;0.055873266;27.89864891
FW08DE044;CPL;2009;1.243181819;2.363636364;18;0.000982158;0.000560649;0.001492228;2;2;2;0.5;0;6.426316141;1.2186;13.26280243;1479.616513;51.99409158;1.668389956;2.191527411;0;42.07456039
FW08DE049;CPL;2009;1.19318182;4.727272728;45;0.001393571;0.001176689;0.000644096;6;6;1;0.166666667;0.227272727;15.5330981;10.3455;12.86163251;1394.720022;66.59417138;0.956067856;1.247518191;0.008699435;35.38398383
FW08FL005;CPL;2009;0.422727273;2.545454545;162;0.000895115;0.001099384;0.000647929;33.889;16;6;0.0625;NA;130.7388921;4507.6509;19.55689319;1542.740576;25.28732649;1.501848757;1.946460139;0.217190732;35.7097346
