SITE_ID;Year;Site;Organism;Richness
WARM_1003;2014;Usstreams;Fish;4
OHLS_1073;2013;Usstreams;Fish;7
ALLS_1042;2014;Usstreams;Fish;12
TNSS_1074;2014;Usstreams;Fish;7
WIRF_0011;2013;Usstreams;Fish;9
TXR9_0915;2013;Usstreams;Fish;10
SCR9_0904;2014;Usstreams;Fish;9
FW08CO012;2008;Usstreams;Fish;9
NCS9_0920;2013;Usstreams;Fish;9
VARS11_129;2013;Usstreams;Fish;12
FW08ME005;2008;Usstreams;Fish;12
FW08LA022;2008;Usstreams;Fish;14
FW08NM027;2009;Usstreams;Fish;1
CTSS_1080;2013;Usstreams;Fish;1
CASS_1278;2014;Usstreams;Fish;1
COSS_1114;2014;Usstreams;Fish;1
INS9_0923;2013;Usstreams;Fish;27
NHRF_0002;2014;Usstreams;Fish;2
FW08LA018;2008;Usstreams;Fish;17
IDR9_0903;2013;Usstreams;Fish;2
FW08AL035;2009;Usstreams;Fish;15
OHRM_1001;2013;Usstreams;Fish;20
GAS9_0916;2013;Usstreams;Fish;3
VTRS_1006;2014;Usstreams;Fish;11
MOS9_0934;2014;Usstreams;Fish;6
CAR9_0909;2013;Usstreams;Fish;3
WIR9_0917;2014;Usstreams;Fish;12
COR9_0906;2014;Usstreams;Fish;7
MORF_0004;2013;Usstreams;Fish;11
FW08NJ009;2008;Usstreams;Fish;23
FW08WA007;2008;Usstreams;Fish;5
FW08MA004;2008;Usstreams;Fish;9
ILLS_1075;2014;Usstreams;Fish;17
IASS_1091;2014;Usstreams;Fish;11
MARO_1019;2014;Usstreams;Fish;8
FW08MT014;2008;Usstreams;Fish;2
NDR9_0907;2013;Usstreams;Fish;5
FW08CA010;2008;Usstreams;Fish;1
NMLS_1044;2014;Usstreams;Fish;2
WVRO_1007;2014;Usstreams;Fish;19
FW08VA003;2009;Usstreams;Fish;10
FW08CT020;2008;Usstreams;Fish;1
FW08WA026;2009;Usstreams;Fish;1
FW08CA155;2009;Usstreams;Fish;1
CALS_1089;2014;Usstreams;Fish;1
FW08WI047;2009;Usstreams;Fish;2
INLS_1043;2014;Usstreams;Fish;27
FW08WY070;2009;Usstreams;Fish;2
FW08NC008;2009;Usstreams;Fish;2
OHR9_0905;2013;Usstreams;Fish;28
WYS9_0930;2013;Usstreams;Fish;2
ORRF_0116;2014;Usstreams;Fish;2
FW08NC139;2009;Usstreams;Fish;17
SDRO_1078;2014;Usstreams;Fish;3
FW08TX165;2009;Usstreams;Fish;17
FW08NY046;2009;Usstreams;Fish;10
MTS9_0945;2014;Usstreams;Fish;3
FLRM_1002;2014;Usstreams;Fish;17
FW08NC032;2009;Usstreams;Fish;6
NDR9_0904;2014;Usstreams;Fish;3
FW08NJ013;2009;Usstreams;Fish;10
TXS9_0938;2014;Usstreams;Fish;14
TNS9_0927;2014;Usstreams;Fish;5
FW08DE025;2009;Usstreams;Fish;10
UTR9_0904;2013;Usstreams;Fish;3
WYRM_1006;2014;Usstreams;Fish;7
FW08PA001;2008;Usstreams;Fish;4
ALLS_1039;2014;Usstreams;Fish;12
NYLS_1116;2014;Usstreams;Fish;10
FW08UT099;2008;Usstreams;Fish;3
FW08OR014;2009;Usstreams;Fish;8
TNSS_1080;2014;Usstreams;Fish;14
WIR9_0902;2014;Usstreams;Fish;8
TXRO_1074;2013;Usstreams;Fish;11
FW08CO019;2008;Usstreams;Fish;6
NES9_0928;2013;Usstreams;Fish;7
MDR9_0905;2013;Usstreams;Fish;10
FW08TX025;2008;Usstreams;Fish;8
NCSS_1081;2013;Usstreams;Fish;10
FW08AR004;2008;Usstreams;Fish;11
SDSS_1188;2013;Usstreams;Fish;1
TNS9_0919;2014;Usstreams;Fish;32
FW08AR012;2009;Usstreams;Fish;26
FW08MT056;2009;Usstreams;Fish;4
GAR9_0907;2014;Usstreams;Fish;19
FW08PA018;2008;Usstreams;Fish;3
FW08RKY9905;2009;Usstreams;Fish;13
FW08SC002;2009;Usstreams;Fish;17
FW08AL004;2009;Usstreams;Fish;10
FW08MN005;2009;Usstreams;Fish;7
FW08NC026;2009;Usstreams;Fish;12
MTRO_1070;2013;Usstreams;Fish;4
WIRF_0014;2014;Usstreams;Fish;12
WIRF_0008;2013;Usstreams;Fish;17
FW08CA006;2008;Usstreams;Fish;3
MOLS_1082;2014;Usstreams;Fish;10
DESS_1085;2013;Usstreams;Fish;6
FW08WV023;2008;Usstreams;Fish;22
VAR9_0906;2013;Usstreams;Fish;14
RILS_1022;2013;Usstreams;Fish;7
FW08TN004;2008;Usstreams;Fish;8
FW08GA015;2008;Usstreams;Fish;19
RIRO_1001;2014;Usstreams;Fish;12
MNS9_0932;2013;Usstreams;Fish;3
FW08TX015;2009;Usstreams;Fish;13
MNS9_0933;2013;Usstreams;Fish;2
FW08MS033;2009;Usstreams;Fish;6
FW08IL006;2008;Usstreams;Fish;18
FW08NY047;2009;Usstreams;Fish;11
NCRF_0001;2013;Usstreams;Fish;4
TXR9_0917;2013;Usstreams;Fish;7
NYRO_1055;2013;Usstreams;Fish;10
FW08NH010;2008;Usstreams;Fish;13
WVRF_0001;2013;Usstreams;Fish;1
FW08WY085;2009;Usstreams;Fish;2
MTS9_0924;2013;Usstreams;Fish;2
FW08RAL9016;2009;Usstreams;Fish;17
NHS9_0913;2014;Usstreams;Fish;3
SDR9_0916;2014;Usstreams;Fish;11
KSRS_1277;2013;Usstreams;Fish;10
FW08RAZTRB01;2009;Usstreams;Fish;1
FW08NM070;2008;Usstreams;Fish;1
FW08KY042;2009;Usstreams;Fish;33
FW08SD089;2009;Usstreams;Fish;2
FW08KY056;2009;Usstreams;Fish;2
FW08VA041;2009;Usstreams;Fish;34
FW08MT103;2009;Usstreams;Fish;2
KYR9_0907;2013;Usstreams;Fish;27
TXSS_1209;2014;Usstreams;Fish;2
FW08WY044;2009;Usstreams;Fish;3
MOLS_1086;2014;Usstreams;Fish;19
FW08AR153;2009;Usstreams;Fish;16
FW08WV035;2009;Usstreams;Fish;18
FW08CO027;2008;Usstreams;Fish;1
FW08RWI9067;2009;Usstreams;Fish;15
FW08NC120;2009;Usstreams;Fish;15
VAS9_0920;2014;Usstreams;Fish;3
FW08RI017;2009;Usstreams;Fish;8
FW08GA069;2009;Usstreams;Fish;7
CORF_0004;2014;Usstreams;Fish;3
FW08RMO9102;2009;Usstreams;Fish;15
FW08RI007;2009;Usstreams;Fish;11
WYSS_1209;2014;Usstreams;Fish;3
FW08MI004;2009;Usstreams;Fish;8
FW08MI007;2009;Usstreams;Fish;8
UTS9_0927;2013;Usstreams;Fish;3
WIRF_0002;2013;Usstreams;Fish;19
SDR9_0911;2013;Usstreams;Fish;4
GALS_1051;2013;Usstreams;Fish;20
MAR9_0901;2014;Usstreams;Fish;10
FW08FL010;2009;Usstreams;Fish;11
VAS9_0917;2014;Usstreams;Fish;5
KYLS_1053;2013;Usstreams;Fish;10
FW08MI038;2008;Usstreams;Fish;22
FW08FL017;2008;Usstreams;Fish;27
NYLS_1115;2013;Usstreams;Fish;11
GAS9_0921;2013;Usstreams;Fish;7
FW08NV022;2008;Usstreams;Fish;4
FW08ND003;2008;Usstreams;Fish;2
VAR9_0911;2013;Usstreams;Fish;15
MISS_1137;2013;Usstreams;Fish;7
FW08OK080;2008;Usstreams;Fish;15
FW08KS008;2008;Usstreams;Fish;15
FW08MT020;2008;Usstreams;Fish;1
FW08OR023;2009;Usstreams;Fish;1
FW08WY025;2009;Usstreams;Fish;3
FW08WV008;2008;Usstreams;Fish;32
FW08NH099;2009;Usstreams;Fish;5
MNRM_1007;2013;Usstreams;Fish;19
WIRO_1040;2014;Usstreams;Fish;11
NCS9_0926;2013;Usstreams;Fish;4
MNR9_0909;2014;Usstreams;Fish;5
RIR9_0901;2014;Usstreams;Fish;8
NYLS_1121;2013;Usstreams;Fish;13
TXRF_0004;2013;Usstreams;Fish;8
NCR9_0908;2013;Usstreams;Fish;6
FW08MA006;2008;Usstreams;Fish;14
NCS9_0918;2013;Usstreams;Fish;13
SCR9_0902;2014;Usstreams;Fish;13
MNS9_0929;2013;Usstreams;Fish;6
FW08NY008;2008;Usstreams;Fish;4
FW08MD024;2008;Usstreams;Fish;21
FW08ID007;2008;Usstreams;Fish;1
FW08MT019;2009;Usstreams;Fish;5
FW08RMS9463;2009;Usstreams;Fish;18
WYLS_1106;2014;Usstreams;Fish;4
AZR9_0904;2014;Usstreams;Fish;3
FW08NC035;2009;Usstreams;Fish;10
FW08RWA9902;2009;Usstreams;Fish;6
VARS11_139;2013;Usstreams;Fish;11
FW08VA005;2008;Usstreams;Fish;5
WIS9_0925;2013;Usstreams;Fish;1
NVRO_1041;2014;Usstreams;Fish;1
FW08ID032;2009;Usstreams;Fish;2
FW08ID016;2009;Usstreams;Fish;2
NDLS_1063;2014;Usstreams;Fish;2
CTS9_0916;2013;Usstreams;Fish;2
IARO_1013;2013;Usstreams;Fish;24
FW08FL095;2009;Usstreams;Fish;3
FW08MS086;2009;Usstreams;Fish;3
FW08OK003;2009;Usstreams;Fish;5
MNSS_1175;2013;Usstreams;Fish;3
FW08AR112;2009;Usstreams;Fish;6
FW08ID047;2009;Usstreams;Fish;4
FW08GA028;2009;Usstreams;Fish;15
FW08VA047;2009;Usstreams;Fish;17
FW08TX066;2009;Usstreams;Fish;14
FW08VT025;2009;Usstreams;Fish;5
OHLS_1070;2013;Usstreams;Fish;18
WYRO_1039;2014;Usstreams;Fish;4
FW08SD041;2008;Usstreams;Fish;4
KSRS_1336;2013;Usstreams;Fish;17
FW08RMT9130;2009;Usstreams;Fish;7
FW08RVA9017;2009;Usstreams;Fish;9
FW08AL018;2009;Usstreams;Fish;10
FW08ID008;2008;Usstreams;Fish;3
MDSS_1092;2014;Usstreams;Fish;9
SCS9_0922;2014;Usstreams;Fish;13
WIRF_0015;2014;Usstreams;Fish;9
TXRF_0001;2014;Usstreams;Fish;11
WAS9_0918;2013;Usstreams;Fish;4
FLS9_0915;2014;Usstreams;Fish;8
VTRS_1003;2013;Usstreams;Fish;5
MIS9_0932;2013;Usstreams;Fish;5
FW08TX001;2008;Usstreams;Fish;10
OKSS_1430;2014;Usstreams;Fish;24
FW08AL028;2009;Usstreams;Fish;22
MNLS_1097;2013;Usstreams;Fish;3
FW08MS045;2009;Usstreams;Fish;6
MIRF_0001;2013;Usstreams;Fish;16
KSR9_0903;2013;Usstreams;Fish;9
FW08NY004;2008;Usstreams;Fish;7
FW08NY044;2008;Usstreams;Fish;17
FW08VA007;2008;Usstreams;Fish;15
WARO_1040;2013;Usstreams;Fish;3
RISS_1093;2014;Usstreams;Fish;2
FW08VT017;2009;Usstreams;Fish;5
FW08RWI9100;2009;Usstreams;Fish;7
FW08UT070;2009;Usstreams;Fish;1
TXS9_0934;2013;Usstreams;Fish;2
FW08AR148;2009;Usstreams;Fish;3
NERF_0001;2014;Usstreams;Fish;3
GARM_1004;2014;Usstreams;Fish;22
FW08RAL9059;2009;Usstreams;Fish;17
FW08FL007;2009;Usstreams;Fish;15
FW08PA014;2009;Usstreams;Fish;11
IDR9_0911;2013;Usstreams;Fish;3
VAS9_0915;2014;Usstreams;Fish;11
FW08MT043;2008;Usstreams;Fish;4
FW08KS036;2008;Usstreams;Fish;4
CAS9_0917;2013;Usstreams;Fish;5
FW08KS006;2008;Usstreams;Fish;7
FW08CA170;2009;Usstreams;Fish;1
CAS9_0930;2013;Usstreams;Fish;1
FW08NY021;2008;Usstreams;Fish;23
INLS_1045;2014;Usstreams;Fish;24
FW08FL023;2009;Usstreams;Fish;2
FW08NC042;2009;Usstreams;Fish;16
FW08KY041;2009;Usstreams;Fish;3
LAR9_0904;2014;Usstreams;Fish;23
ALS9_0917;2014;Usstreams;Fish;23
MSS9_0914;2014;Usstreams;Fish;24
MNSS_1170;2014;Usstreams;Fish;2
WIS9_0934;2013;Usstreams;Fish;21
FW08LA072;2009;Usstreams;Fish;18
LAR9_0901;2014;Usstreams;Fish;19
NCRO_1015;2014;Usstreams;Fish;20
FW08SD026;2009;Usstreams;Fish;4
ILRF_0001;2013;Usstreams;Fish;21
FW08CA097;2009;Usstreams;Fish;1
FW08PA030;2009;Usstreams;Fish;17
FW08NH057;2009;Usstreams;Fish;4
FW08RNM9030;2008;Usstreams;Fish;2
WYLS_1102;2014;Usstreams;Fish;3
FW08NH002;2009;Usstreams;Fish;7
FW08WV031;2009;Usstreams;Fish;14
FW08SC008;2009;Usstreams;Fish;15
FW08AR124;2009;Usstreams;Fish;11
FW08SD039;2008;Usstreams;Fish;3
FW08RMS9254;2009;Usstreams;Fish;14
TXLS_1117;2014;Usstreams;Fish;5
OKSS_1431;2014;Usstreams;Fish;4
WYR9_0901;2014;Usstreams;Fish;6
FW08RFL9028;2009;Usstreams;Fish;6
MILS_1060;2013;Usstreams;Fish;5
NYSS_1242;2013;Usstreams;Fish;4
FW08RNM9002;2008;Usstreams;Fish;5
INS9_0919;2014;Usstreams;Fish;6
TXSS_1206;2014;Usstreams;Fish;11
MNR9_0916;2014;Usstreams;Fish;6
FW08RNC9040;2009;Usstreams;Fish;7
MNLS_1096;2014;Usstreams;Fish;9
MSLS_1040;2014;Usstreams;Fish;11
NYR9_0901;2013;Usstreams;Fish;13
NYS9_0925;2013;Usstreams;Fish;6
RISS_1083;2013;Usstreams;Fish;5
DESS_1081;2013;Usstreams;Fish;10
FW08RNM9081;2008;Usstreams;Fish;9
FW08WV014;2008;Usstreams;Fish;16
FW08ME027;2008;Usstreams;Fish;14
FW08CT005;2009;Usstreams;Fish;20
FW08WV016;2009;Usstreams;Fish;15
WIR9_0919;2014;Usstreams;Fish;34
OKS9_0939;2013;Usstreams;Fish;15
NJSS_1081;2013;Usstreams;Fish;11
PAR9_0902;2013;Usstreams;Fish;20
FW08NE001;2008;Usstreams;Fish;2
MTS9_0926;2014;Usstreams;Fish;1
NDLS_1079;2014;Usstreams;Fish;1
FW08NC024;2009;Usstreams;Fish;11
FW08PA005;2008;Usstreams;Fish;7
FW08RNY9005;2008;Usstreams;Fish;14
NYS9_0937;2013;Usstreams;Fish;1
FW08MD027;2009;Usstreams;Fish;22
FW08OR003;2009;Usstreams;Fish;1
OHS9_0921;2013;Usstreams;Fish;27
KYR9_0902;2014;Usstreams;Fish;24
MSLS_1039;2014;Usstreams;Fish;18
FW08SC005;2009;Usstreams;Fish;19
FW08SC006;2009;Usstreams;Fish;17
FW08GA113;2009;Usstreams;Fish;17
NDRM_1005;2014;Usstreams;Fish;4
FW08FL009;2009;Usstreams;Fish;11
SDLS_1117;2014;Usstreams;Fish;6
FW08MA005;2009;Usstreams;Fish;8
NYSS_1251;2013;Usstreams;Fish;16
FW08FL016;2008;Usstreams;Fish;28
MORM_1002;2014;Usstreams;Fish;11
TXS9_0931;2013;Usstreams;Fish;8
TXR9_0903;2013;Usstreams;Fish;12
FW08MN021;2008;Usstreams;Fish;8
FW08MD008;2008;Usstreams;Fish;12
GAS9_0915;2013;Usstreams;Fish;1
CAS9_0918;2013;Usstreams;Fish;1
OHRM_1004;2013;Usstreams;Fish;25
MISS_1132;2013;Usstreams;Fish;2
FW08WI001;2009;Usstreams;Fish;3
UTLS_1061;2014;Usstreams;Fish;2
FW08MS026;2009;Usstreams;Fish;23
FW08WV002;2009;Usstreams;Fish;21
TNS9_0924;2014;Usstreams;Fish;21
FW08SC001;2009;Usstreams;Fish;4
FW08GA025;2009;Usstreams;Fish;20
FW08NY055;2009;Usstreams;Fish;6
SDLS_1120;2014;Usstreams;Fish;17
FW08ROR9007;2009;Usstreams;Fish;4
FW08TX119;2009;Usstreams;Fish;8
FW08MA016;2009;Usstreams;Fish;8
FW08MN011;2009;Usstreams;Fish;12
FW08CT022;2009;Usstreams;Fish;11
FW08SC024;2009;Usstreams;Fish;17
MIR9_0903;2014;Usstreams;Fish;13
FW08MN002;2009;Usstreams;Fish;8
ORRM_1007;2014;Usstreams;Fish;3
FW08RI016;2009;Usstreams;Fish;10
FW08ME008;2008;Usstreams;Fish;3
VAS9_0921;2014;Usstreams;Fish;14
MIS9_0936;2013;Usstreams;Fish;5
MISS_1134;2013;Usstreams;Fish;4
FW08SD021;2008;Usstreams;Fish;1
NCS9_0917;2013;Usstreams;Fish;15
MILS_1057;2013;Usstreams;Fish;13
VARF_0004;2013;Usstreams;Fish;6
MARO_1020;2013;Usstreams;Fish;6
FW08OH025;2009;Usstreams;Fish;20
FW08LA032;2008;Usstreams;Fish;16
FW08VA048;2009;Usstreams;Fish;25
WIR9_0912;2014;Usstreams;Fish;19
MIS9_0926;2014;Usstreams;Fish;3
NYS9_0924;2013;Usstreams;Fish;15
NJSS_1086;2014;Usstreams;Fish;7
MIS9_0928;2013;Usstreams;Fish;5
FW08AZ024;2009;Usstreams;Fish;4
SCRF_0002;2014;Usstreams;Fish;15
FW08UT010;2008;Usstreams;Fish;1
FW08UT007;2008;Usstreams;Fish;5
FW08MN034;2008;Usstreams;Fish;21
CORO_1035;2014;Usstreams;Fish;6
CAS9_0923;2014;Usstreams;Fish;1
WISS_1165;2013;Usstreams;Fish;2
MNRO_1055;2013;Usstreams;Fish;22
WIRM_1005;2014;Usstreams;Fish;17
FW08WI017;2009;Usstreams;Fish;8
FW08VA046;2009;Usstreams;Fish;6
LASS_1051;2013;Usstreams;Fish;20
FW08RAL9066;2009;Usstreams;Fish;6
VARF_0007;2014;Usstreams;Fish;13
OHRO_1036;2013;Usstreams;Fish;12
TXSS_1210;2013;Usstreams;Fish;8
FW08MI019;2008;Usstreams;Fish;17
FW08ME009;2008;Usstreams;Fish;7
UTR9_0907;2014;Usstreams;Fish;1
GAR9_0910;2014;Usstreams;Fish;27
KYS9_0919;2013;Usstreams;Fish;25
NVLS_1067;2013;Usstreams;Fish;2
FW08CA002;2009;Usstreams;Fish;3
KSRS_1270;2013;Usstreams;Fish;23
INLS_1048;2014;Usstreams;Fish;16
FW08MT036;2009;Usstreams;Fish;6
LAS9_0948;2013;Usstreams;Fish;20
FW08WA018;2009;Usstreams;Fish;6
FW08RTX12209;2009;Usstreams;Fish;9
MDLS_1039;2014;Usstreams;Fish;11
WIRM_1003;2014;Usstreams;Fish;9
WYR9_0913;2013;Usstreams;Fish;5
FW08TX006;2009;Usstreams;Fish;12
COR9_0905;2013;Usstreams;Fish;1
VAR9_0905;2013;Usstreams;Fish;16
MDS9_0918;2014;Usstreams;Fish;6
FW08SD025;2008;Usstreams;Fish;7
NCRM_1003;2013;Usstreams;Fish;6
MDSS_1081;2014;Usstreams;Fish;12
DERO_1001;2013;Usstreams;Fish;9
AZLS_1055;2013;Usstreams;Fish;1
FW08TX010;2008;Usstreams;Fish;7
FW08NY040;2008;Usstreams;Fish;20
FW08TX005;2008;Usstreams;Fish;11
MTRO_1074;2014;Usstreams;Fish;4
FW08RME95;2009;Usstreams;Fish;10
MESS_1111;2014;Usstreams;Fish;8
WYLS_1108;2014;Usstreams;Fish;7
MES9_0910;2014;Usstreams;Fish;2
MOR9_0907;2014;Usstreams;Fish;19
VTRS_1007;2013;Usstreams;Fish;8
ORS9_0940;2014;Usstreams;Fish;1
FW08PA020;2009;Usstreams;Fish;23
COLS_1060;2013;Usstreams;Fish;2
MIRM_1003;2014;Usstreams;Fish;19
FW08AR188;2009;Usstreams;Fish;12
KYLS_1062;2013;Usstreams;Fish;19
MNS9_0931;2014;Usstreams;Fish;5
RIRF_0001;2014;Usstreams;Fish;8
MERF_0006;2014;Usstreams;Fish;7
INS9_0918;2013;Usstreams;Fish;8
MASS_1073;2013;Usstreams;Fish;8
FW08OR052;2008;Usstreams;Fish;1
NHRO_1033;2013;Usstreams;Fish;9
NCRO_1014;2013;Usstreams;Fish;10
FW08MD018;2008;Usstreams;Fish;17
NDSS_1112;2014;Usstreams;Fish;1
WYR9_0904;2013;Usstreams;Fish;1
FW08TN027;2008;Usstreams;Fish;33
FW08PA003;2009;Usstreams;Fish;16
GARO_1033;2014;Usstreams;Fish;22
ORSS_1172;2014;Usstreams;Fish;2
FW08TX156;2009;Usstreams;Fish;17
MTR9_0909;2013;Usstreams;Fish;3
FW08LA073;2009;Usstreams;Fish;15
FW08MS038;2009;Usstreams;Fish;16
FW08RNY9006;2009;Usstreams;Fish;11
KSRF_0002;2013;Usstreams;Fish;14
MNRF_0006;2014;Usstreams;Fish;9
UTLS_1062;2014;Usstreams;Fish;4
NJS9_0909;2013;Usstreams;Fish;4
FW08WV029;2008;Usstreams;Fish;20
MNRF_0008;2013;Usstreams;Fish;6
NCR9_0903;2013;Usstreams;Fish;14
FW08NY037;2008;Usstreams;Fish;16
INRO_1025;2014;Usstreams;Fish;12
FW08TX031;2008;Usstreams;Fish;14
LARM_1002;2014;Usstreams;Fish;13
KSR9_0902;2013;Usstreams;Fish;9
NJLS_1043;2013;Usstreams;Fish;13
FW08OH007;2008;Usstreams;Fish;12
WIS9_0927;2013;Usstreams;Fish;3
CTS9_0921;2013;Usstreams;Fish;7
FW08NV019;2008;Usstreams;Fish;1
NJRO_1020;2013;Usstreams;Fish;7
FW08MA001;2008;Usstreams;Fish;3
FW08NV037;2008;Usstreams;Fish;3
FW08CO004;2009;Usstreams;Fish;1
FW08AR041;2009;Usstreams;Fish;9
CAS9_0916;2013;Usstreams;Fish;1
ILRM_1001;2014;Usstreams;Fish;27
FW08MS020;2009;Usstreams;Fish;2
FW08MT093;2009;Usstreams;Fish;3
VAR9_0901;2014;Usstreams;Fish;29
WASS_1133;2013;Usstreams;Fish;2
GASS_1077;2013;Usstreams;Fish;1
FW08WY090;2009;Usstreams;Fish;1
WIS9_0929;2013;Usstreams;Fish;17
FW08WV027;2008;Usstreams;Fish;22
MNSS_1168;2014;Usstreams;Fish;7
NYRO_1058;2013;Usstreams;Fish;14
VARS11_113;2013;Usstreams;Fish;6
GAS9_0917;2013;Usstreams;Fish;14
FW08RMI9106;2008;Usstreams;Fish;17
FW08ME001;2008;Usstreams;Fish;7
FW08VA018;2008;Usstreams;Fish;18
WISS_1164;2013;Usstreams;Fish;2
WIRM_1001;2014;Usstreams;Fish;14
UTR9_0902;2014;Usstreams;Fish;3
FW08MT030;2008;Usstreams;Fish;3
MIR9_0905;2014;Usstreams;Fish;13
FW08NC061;2009;Usstreams;Fish;10
KSRS_1288;2013;Usstreams;Fish;5
NJSS_1088;2014;Usstreams;Fish;8
VTRF_0002;2013;Usstreams;Fish;9
FW08CO017;2008;Usstreams;Fish;6
KSRS_1261;2013;Usstreams;Fish;3
TXS9_0926;2013;Usstreams;Fish;7
FW08MN004;2009;Usstreams;Fish;9
UTR9_0906;2014;Usstreams;Fish;2
FW08RMO9103;2009;Usstreams;Fish;10
WYS9_0927;2013;Usstreams;Fish;4
PALS_1085;2014;Usstreams;Fish;10
NDSS_1106;2013;Usstreams;Fish;2
NCLS_1038;2013;Usstreams;Fish;24
MTSS_1262;2013;Usstreams;Fish;1
INRM_1004;2014;Usstreams;Fish;23
FW08RAZ9031;2009;Usstreams;Fish;3
FW08CT008;2009;Usstreams;Fish;4
FW08VA033;2009;Usstreams;Fish;21
NJRM_1002;2014;Usstreams;Fish;17
FW08RTX11237;2009;Usstreams;Fish;16
FW08MI017;2009;Usstreams;Fish;14
INRM_1005;2014;Usstreams;Fish;15
FW08GA081;2009;Usstreams;Fish;16
FW08MT052;2009;Usstreams;Fish;7
GARF_0001;2014;Usstreams;Fish;16
FW08NJ021;2008;Usstreams;Fish;5
MNLS_1091;2013;Usstreams;Fish;6
FW08MO006;2008;Usstreams;Fish;24
NYS9_0931;2013;Usstreams;Fish;5
FW08PA029;2008;Usstreams;Fish;6
FW08ME007;2008;Usstreams;Fish;5
FW08TX017;2008;Usstreams;Fish;15
MDLS_1041;2013;Usstreams;Fish;8
FW08WA006;2008;Usstreams;Fish;1
NERF_0002;2014;Usstreams;Fish;2
MTS9_0939;2014;Usstreams;Fish;2
MNR9_0901;2013;Usstreams;Fish;25
ILS9_0928;2014;Usstreams;Fish;6
PASS_1166;2014;Usstreams;Fish;15
FW08UT064;2009;Usstreams;Fish;6
FW08NV011;2008;Usstreams;Fish;3
IDRO_1052;2014;Usstreams;Fish;4
KSS9_0938;2013;Usstreams;Fish;6
FW08WI078;2009;Usstreams;Fish;16
IASS_1088;2013;Usstreams;Fish;10
FW08RFL9051;2009;Usstreams;Fish;13
FW08CA199;2009;Usstreams;Fish;3
FW08MN010;2009;Usstreams;Fish;20
FW08WI060;2009;Usstreams;Fish;22
WYLS_1087;2013;Usstreams;Fish;6
MORM_1004;2014;Usstreams;Fish;22
NCRO_1016;2013;Usstreams;Fish;9
NHS9_0911;2014;Usstreams;Fish;2
LAR9_0905;2014;Usstreams;Fish;16
MNS9_0930;2014;Usstreams;Fish;11
FW08NC039;2009;Usstreams;Fish;17
FW08NE012;2008;Usstreams;Fish;2
NYLS_1118;2013;Usstreams;Fish;19
FW08WY008;2008;Usstreams;Fish;5
CAS9_0919;2013;Usstreams;Fish;1
CALS_1099;2014;Usstreams;Fish;1
FW08MT087;2009;Usstreams;Fish;2
FW08TX019;2008;Usstreams;Fish;4
IARO_1018;2014;Usstreams;Fish;24
KYRM_1004;2014;Usstreams;Fish;20
FW08KY050;2009;Usstreams;Fish;16
FW08ND071;2009;Usstreams;Fish;4
FW08SD032;2009;Usstreams;Fish;4
FW08MT035;2008;Usstreams;Fish;3
ORS9_0933;2013;Usstreams;Fish;1
FW08CA017;2008;Usstreams;Fish;1
INR9_0902;2014;Usstreams;Fish;14
COR9_0908;2013;Usstreams;Fish;3
NYS9_0930;2013;Usstreams;Fish;17
FW08NV026;2008;Usstreams;Fish;3
FW08GA009;2009;Usstreams;Fish;8
NJR9_0901;2013;Usstreams;Fish;15
MSS9_0913;2014;Usstreams;Fish;6
NCR9_0907;2013;Usstreams;Fish;15
RISS_1081;2013;Usstreams;Fish;6
NCS9_0919;2013;Usstreams;Fish;12
MISS_1133;2013;Usstreams;Fish;7
VAR9_0904;2013;Usstreams;Fish;8
FW08MO004;2008;Usstreams;Fish;17
COS9_0932;2013;Usstreams;Fish;1
CAS9_0914;2013;Usstreams;Fish;2
FW08PA036;2009;Usstreams;Fish;17
CASS_1339;2014;Usstreams;Fish;2
VTRS_1002;2013;Usstreams;Fish;1
VTRS_1012;2013;Usstreams;Fish;1
FW08MT088;2009;Usstreams;Fish;5
FW08LA094;2009;Usstreams;Fish;16
FW08RI004;2009;Usstreams;Fish;13
FW08GA030;2009;Usstreams;Fish;11
FW08UT053;2008;Usstreams;Fish;3
FW08RGA9004;2009;Usstreams;Fish;9
FW08NM064;2008;Usstreams;Fish;5
FW08WI100;2009;Usstreams;Fish;2
FW08CO014;2008;Usstreams;Fish;6
FW08MS016;2009;Usstreams;Fish;17
NDLS_1064;2014;Usstreams;Fish;4
FW08AZ260;2009;Usstreams;Fish;2
FW08MT038;2008;Usstreams;Fish;1
TNRM_1003;2014;Usstreams;Fish;25
FW08CT006;2009;Usstreams;Fish;13
FW08MI050;2008;Usstreams;Fish;17
FW08RFL9046;2009;Usstreams;Fish;8
FW08WY081;2009;Usstreams;Fish;1
FW08WI072;2009;Usstreams;Fish;1
LARO_1022;2014;Usstreams;Fish;27
FW08MT094;2009;Usstreams;Fish;4
FW08RUT9089;2009;Usstreams;Fish;1
FW08MS009;2009;Usstreams;Fish;1
INS9_0925;2014;Usstreams;Fish;1
FW08PA024;2009;Usstreams;Fish;25
MTR9_0912;2013;Usstreams;Fish;2
FW08NM002;2008;Usstreams;Fish;2
MIRF_0002;2013;Usstreams;Fish;2
FW08RSD9036;2009;Usstreams;Fish;5
FW08MT017;2009;Usstreams;Fish;1
FW08NM061;2008;Usstreams;Fish;1
MTLS_1133;2013;Usstreams;Fish;1
FW08TN014;2008;Usstreams;Fish;3
FW08RMO9101;2009;Usstreams;Fish;15
FW08KY006;2009;Usstreams;Fish;14
