Ecoregions;YEAR;HabitatComplexity;InsectDensity;LocalInsectTotalLCBD;LocalInsectReplLCBD;LocalInsectRichLCBD;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
TPL;2008;Poor;771;0.004086645;0.005296961;0.002613455;0.001143365;0.001427252;0.000647519;27.00;26;20.55694;0.91;1.64;0.03;8.22
NAP;2014;Poor;257;0.006476494;0.003397367;0.012476316;0.000882692;0.001037657;0.000625537;58.00;38;0.029016525;4.19;2.73;0.82;93.74
XER;2014;Poor;473;0.005296379;0.006156995;0.003056492;0.000886229;0.001124849;0.000490255;48.00;34;0;0.05;0.25;0;0.03
SPL;2013;Poor;183;0.007343674;0.005414307;0.009680816;0.001086997;0.001362845;0.000593049;30.00;23;9.727143338;0.59;1.22;0.05;1.29
UMW;2009;Poor;169;0.008718224;0.010085301;0.006714007;0.000722026;0.000905792;0.000418454;74.00;32;0.1213099;0.38;1.15;0.03;4.42
WMT;2008;Poor;512;0.011193563;0.00818812;0.013537238;0.001155963;0.000853993;0.001683395;62.00;51;0;0.14;1.06;0;10.73
CPL;2009;Poor;98;0.006889481;0.00851054;0.004164806;0.000788194;0.000799405;0.000769672;22.00;16;3.095009797;0.69;1.33;0.07;11.04
SAP;2009;Poor;338;0.007731686;0.007706383;0.007774215;0.000734455;0.000701973;0.000788113;77.00;44;0;1.14;1.63;0;27.74
TPL;2009;Poor;19;0.01356256;0.018420156;0.004416864;0.000848697;0.000513636;0.001402201;27.00;10;0;35.36;7.46;6.37;1013.96
TPL;2008;Poor;315;0.004695094;0.006153822;0.002919536;0.001094496;0.001319203;0.000702015;99.00;35;85.70774075;1.28;1.56;0.06;9.48
TPL;2009;Poor;389;0.010620773;0.008531019;0.015377436;0.000671136;0.000839203;0.000393497;44.00;28;51.85154639;1.87;2.3;0.22;111.08
TPL;2009;Poor;141;0.017341583;0.012808832;0.026352173;0.000722461;0.000911293;0.000410521;42.00;24;62.22429478;0.66;1.32;0.06;4.42
SAP;2009;Poor;408;0.007979986;0.0096145;0.004745257;0.000694819;0.000875471;0.000396391;36.00;30;4.602158086;2.53;2.25;0.38;43.92
XER;2008;Poor;361;0.006696001;0.007171267;0.006051555;0.001267488;0.00168598;0.000536537;37.00;32;0;0.11;0.68;0;0.09
NPL;2009;Poor;673;0.007971211;0.006006172;0.010852077;0.000684383;0.000861975;0.000391009;41.00;26;0.1559688;0.18;0.36;0.01;0.2
SAP;2009;Poor;341;0.008667775;0.006533908;0.012471208;0.000683811;0.000627168;0.000777381;64.00;43;2.239036;1.22;2.58;0.13;18.4
NAP;2008;Poor;333;0.009506849;0.011923085;0.004744513;0.001270695;0.001125773;0.00152382;61.00;50;0.1139059;0.84;1.52;0.04;14.39
XER;2013;Poor;379;0.014810369;0.018440907;0.009120218;0.001090231;0.00140644;0.000524011;29.00;25;15.36213701;0.95;1.2;0.15;18.93
TPL;2014;Poor;58;0.011065055;0.013086407;0.005201427;0.000986464;0.000573568;0.00167164;20.00;10;65.68840019;5.95;2.42;1.42;145
SAP;2013;Poor;25;0.011164256;0.014087875;0.006628243;0.001194527;0.000265303;0.002858443;9.00;8;0;1.06;0.74;0;26.52
CPL;2014;Poor;423;0.008090819;0.010145463;0.004087248;0.000807735;0.000656102;0.001059362;76.00;47;0;0.56;1.44;0.02;16.11
SAP;2014;Poor;417;0.008047093;0.010277692;0.003700667;0.000907613;0.001110621;0.000570734;55.00;37;0;6.76;3.62;0;55.04
NAP;2014;Poor;256;0.007239521;0.009170109;0.003477681;0.000849398;0.001016879;0.000571473;52.00;36;0.184085602;1.32;1.15;0.22;19.46
UMW;2013;Poor;434;0.009927141;0.012013109;0.006361414;0.001028394;0.001144883;0.000819803;66.00;38;0.685863622;0.56;1.25;0.08;5.66
UMW;2013;Poor;340;0.009448541;0.005260922;0.016606803;0.000984207;0.001145423;0.000695527;56.00;35;3.983322536;0.73;1.41;0.01;6.47
TPL;2013;Poor;315;0.010203062;0.012577925;0.006143501;0.000937749;0.00114342;0.000569464;51.00;30;40.98464882;0.61;1.17;0.01;1.64
CPL;2014;Poor;47;0.00780804;0.008868881;0.005320771;0.000903272;0.001077751;0.000613735;43.00;20;7.325645889;0.51;1.25;0.01;9.24
CPL;2014;Poor;515;0.006667061;0.0049566;0.010677439;0.000954876;0.00117928;0.000582492;78.00;38;0;0.58;1.19;0;10.26
SPL;2013;Poor;30;0.00845417;0.008783866;0.007969676;0.001229887;0.001029493;0.001588723;28.00;13;40.04641373;0.51;1.04;0.02;1.38
NAP;2014;Poor;96;0.006113492;0.0076111;0.002215741;0.000978697;0.001345394;0.000370184;37.00;27;0;0.1;0.77;0;14.53
NAP;2014;Poor;202;0.007730174;0.006063192;0.01206875;0.000840883;0.000620004;0.001207418;75.00;51;0.010091192;0.42;0.73;0.04;4.35
NAP;2014;Poor;197;0.004952451;0.005528245;0.003453859;0.000837174;0.00095426;0.000642876;32.00;20;3.204659667;2.36;1.65;0.49;56.79
NAP;2013;Poor;545;0.007661208;0.008882107;0.005492707;0.000903796;0.00105089;0.000640401;44.00;33;5.845114596;10.52;3;1.39;267.97
WMT;2013;Poor;98;0.007193639;0.008329377;0.005817859;0.001145014;0.001042969;0.001327739;18.00;15;15.72208724;3.18;1.73;0.66;68.22
SAP;2014;Poor;446;0.008824712;0.01151475;0.004518991;0.000915207;0.00086382;0.001000482;21.00;15;0.016778149;2.7;2.31;0.48;64.98
NPL;2014;Poor;468;0.009309722;0.009639677;0.00878159;0.000834538;0.001028968;0.000511892;28.00;23;14.15370808;0.36;0.89;0;0.57
UMW;2014;Poor;30;0.01010211;0.006915922;0.015278431;0.000970313;0.00028608;0.002105756;16.00;8;40.51689154;2.02;1.61;0.41;36.37
XER;2014;Poor;448;0.007917214;0.00974635;0.004945578;0.000738013;0.000783327;0.000662817;54.00;37;0;0.43;1.26;0.01;0.23
SPL;2014;Poor;448;0.010221887;0.012016362;0.006836835;0.000867272;0.000756655;0.001050833;17.00;15;6.297046828;2.7;1.76;0.5;63.1
WMT;2014;Poor;500;0.011376547;0.007330585;0.01792854;0.000934336;0.001029344;0.000776676;47.00;43;0;0.08;0.14;0;1.05
SAP;2008;Poor;20;0.007120804;0.002709212;0.013102782;0.001476543;0.000938348;0.002416572;23.00;11;1.557307745;0.44;0.7;0.01;3.44
TPL;2014;Poor;345;0.007164474;0.008906196;0.003080802;0.000801967;0.000986016;0.00049655;25.00;24;69.56741589;0.85;1.4;0.04;5.86
CPL;2013;Poor;40;0.00785138;0.01044346;0.004711457;0.001162897;0.000792433;0.001826269;30.00;12;21.27165328;0.83;1.43;0.14;9.75
UMW;2013;Poor;131;0.009949722;0.011542747;0.007226625;0.001167965;0.001302854;0.000926426;30.00;18;75.318783;1.2;1.49;0.16;11.47
CPL;2009;Poor;236;0.008621065;0.000217161;0.024494644;0.00085742;0.001117719;0.000427419;25.00;21;1.265003237;0.44;1.32;0;13.87
XER;2008;Poor;920;0.009616023;0.004121426;0.013900766;0.001206434;0.001334855;0.000982128;21.00;21;6.711294343;0.79;1.45;0.12;15.72
TPL;2009;Poor;154;0.008006753;0.00565526;0.012660395;0.000682102;0.000663811;0.000712319;161.00;41;13.0070725;1.34;1.66;0.17;18.81
SPL;2008;Poor;303;0.013366845;0.018741688;0.005499882;0.001296992;0.001722714;0.000553412;33.00;27;20.90817;2.02;1.45;0.46;59.65
NAP;2009;Poor;14;0.004553446;0.003317361;0.006689521;0.000910029;0.00020665;0.002071975;13.00;6;43.50974;1.78;2.37;0.14;34.86
UMW;2009;Poor;112;0.006881367;0.006719264;0.007170303;0.000811471;0.000926955;0.000620698;21.00;18;11.31885;0.44;1.47;0;9.21
SPL;2013;Poor;314;0.009428816;0.01059757;0.008013042;0.00114351;0.001056711;0.001298936;18.00;15;0.063120035;0.71;2.03;0.04;13.47
WMT;2014;Poor;514;0.013651659;0.018612172;0.005618651;0.000924835;0.001215311;0.000442808;26.00;24;0;0.15;0.25;0.03;0.13
TPL;2013;Poor;434;0.014031722;0.014946597;0.012612289;0.000940606;0.001095882;0.000662562;38.00;34;34.08241225;1.13;1.63;0.13;16.21
SAP;2013;Poor;424;0.012326917;0.014711056;0.007762431;0.00110489;0.000597633;0.002013212;75.00;59;0;0.01;0.53;0;40.22
CPL;2008;Poor;274;0.01017675;0.010981709;0.009549035;0.001126945;0.001393106;0.000662059;43.00;26;0;29.23;9.61;9.12;837.81
CPL;2009;Poor;464;0.007007238;0.007982863;0.005367407;0.000770657;0.00100705;0.000380149;46.00;31;0.525072858;0.53;1.24;0.03;2.87
CPL;2008;Poor;101;0.009405036;0.010117886;0.008849148;0.001410681;0.000796384;0.002483632;14.00;11;4.253332985;0.7;1.42;0.06;11.49
SAP;2009;Poor;181;0.007698719;0.010056057;0.003736505;0.000761038;0.000953403;0.000443261;38.00;22;0;0.29;1.22;0;6.79
UMW;2009;Poor;152;0.009893768;0.009340235;0.010935938;0.000757891;0.001000578;0.000356986;42.00;28;83.0130689;1.06;1.36;0.06;6.02
TPL;2008;Poor;726;0.004658904;0.006893648;0.001938783;0.00113157;0.00109748;0.001191113;68.00;44;85.20095282;0.68;1.73;0.03;10.79
SAP;2008;Poor;227;0.003678526;0.004203326;0.003039741;0.001291117;0.001593845;0.000762362;78.00;23;0.462184874;1.52;3.07;0.15;11.08
CPL;2009;Poor;145;0.009973626;0.01347447;0.003045403;0.000757125;0.000684802;0.000876598;36.00;15;6.917978459;1.46;1.83;0.02;11.37
TPL;2009;Poor;785;0.012670321;0.014121403;0.00920271;0.00066213;0.000454901;0.001004462;68.00;48;66.91845;0.52;1.46;0.01;0.94
NAP;2009;Poor;179;0.005013004;0.001138796;0.011708011;0.000683933;0.000717565;0.000628374;57.00;39;0.117751;1.3;1.62;0.31;27.44
CPL;2008;Poor;11;0.008722775;0.007294868;0.011469413;0.001486574;0.000120423;0.003872738;8.00;6;28.97056;1.5;1.45;0.26;28.84
NAP;2008;Poor;313;0.009704374;0.012404472;0.004382555;0.001373806;0.001635489;0.000916742;66.00;42;0;0.2;0.54;0;15.05
WMT;2013;Poor;305;0.017368026;-0.000698774;0.045684176;0.001064413;0.001226391;0.000774365;42.00;38;0.659857268;0.24;0.81;0.02;0.61
TPL;2013;Poor;498;0.015236565;0.013773316;0.017529921;0.000944671;0.001072954;0.000714961;91.00;35;63.63838702;2.67;2.05;0.43;29.67
TPL;2013;Poor;223;0.01404744;0.013533109;0.014845428;0.001081265;0.001191291;0.000884246;40.00;19;25.18381352;0.69;3.2;0.03;34.1
UMW;2014;Poor;240;0.00738079;0.009464691;0.003320212;0.000874918;0.001089862;0.000518231;45.00;35;1.419796926;1.43;2.43;0.1;10.67
UMW;2013;Poor;187;0.009535491;0.01246504;0.004527756;0.001034709;0.001114765;0.000891355;23.00;19;54.16292944;0.98;1.45;0.04;9.46
SAP;2013;Poor;420;0.010638625;0.014445371;0.004131422;0.000958869;0.000768812;0.001299194;57.00;45;18.23783043;1.2;1.79;0.16;17.54
WMT;2013;Poor;96;0.007362643;0.009279925;0.004545168;0.001074625;0.001391368;0.000507449;38.00;26;3.060021779;0.39;0.84;0.03;5.58
SAP;2014;Poor;323;0.010713678;0.009091843;0.014799845;0.000806601;0.001026364;0.000441917;56.00;28;0.446428571;10.63;3.57;0.54;120.7
SPL;2014;Poor;209;0.016392883;-0.006632163;0.053679428;0.000878369;0.001094583;0.000519574;34.00;22;2.008176543;0.68;1.71;0.07;4.53
TPL;2013;Poor;309;0.008401395;0.010518971;0.003983651;0.000904281;0.001078607;0.000592124;43.00;31;22.65411007;0.95;1;0.07;35.8
UMW;2008;Poor;62;0.009806208;0.011005709;0.007442025;0.001269329;0.001166301;0.00144928;29.00;17;36.15105;1.68;1.54;0.29;28.96
SAP;2014;Poor;445;0.007155919;0.008607507;0.003752499;0.000826173;0.001022875;0.000499759;44.00;33;0.249541284;1.82;1.58;0.09;8.22
CPL;2014;Poor;37;0.008558701;0.009772711;0.006392164;0.000954348;0.000710138;0.001359599;30.00;12;0.003975985;28.64;11.19;6.58;1128.96
WMT;2014;Poor;474;0.011395762;0.013491179;0.005317283;0.000888482;0.00077868;0.001070693;73.00;49;0.002297144;0.05;0.49;0;0.23
NAP;2008;Poor;439;0.004287135;0.005642442;0.002637461;0.001130515;0.001197794;0.001013002;52.00;41;0.712703198;1.68;1.63;0.24;29.64
WMT;2014;Poor;440;0.013365562;0.013092472;0.014157754;0.00080593;0.001021741;0.000447807;31.00;27;1.081018739;0.21;1.21;0.01;0.55
TPL;2013;Poor;412;0.01303612;0.01640187;0.007814137;0.001026438;0.001032736;0.00101516;55.00;41;15.10548572;0.75;1.39;0.01;6.62
TPL;2014;Poor;258;0.008674532;0.009734772;0.006188673;0.000945872;0.000585666;0.001543613;13.00;11;31.36794496;0.88;1.22;0.02;2.11
WMT;2014;Poor;444;0.008581916;0.009213634;0.007100777;0.000919855;0.001179556;0.000488896;95.00;35;0;0.02;0.38;0;0.41
XER;2013;Poor;364;0.008451061;0.008149346;0.008986954;0.001037948;0.001175006;0.000792525;50.00;38;0;0.07;0.47;0;0.03
WMT;2014;Poor;56;0.011681913;0.013386184;0.007388052;0.001020472;0.000838934;0.001321722;18.00;12;9.497992604;0.48;1.07;0.05;8.05
SPL;2008;Poor;511;0.012770389;0.009648404;0.017339925;0.001245931;0.000985117;0.001701478;66.00;52;4.439663;0.34;1.09;0.03;3.02
XER;2014;Poor;10;0.011698548;0.014740975;0.004033243;0.001140952;-0.000388041;0.003678221;2.00;2;7.748611124;0.6;1.09;0.05;8.26
WMT;2014;Poor;376;0.013454696;0.010884997;0.018302111;0.000899982;0.001177609;0.000439278;37.00;32;0;0.07;1.15;0;0.43
XER;2014;Poor;454;0.014233943;0.014591956;0.013558597;0.000816232;0.000757512;0.000913673;48.00;44;0.013404027;3.68;2.95;0.9;117.83
SPL;2013;Poor;549;0.009920397;0.011511603;0.007443371;0.00100847;0.001237801;0.000597818;36.00;24;0.685130524;0.89;0.87;0.09;21.09
CPL;2009;Poor;96;0.006502455;0.008207771;0.003281395;0.000869827;0.000794354;0.000994505;22.00;13;17.03343597;0.85;1.41;0.13;10.32
XER;2009;Poor;46;0.006980057;0.00897225;0.003217137;0.000931385;0.000502592;0.001639728;12.00;8;0.897017725;0.34;0.93;0.03;3.44
SPL;2009;Poor;267;0.011156623;0.014423438;0.00372075;0.000742919;0.00096124;0.000382264;45.00;25;52.6900404;0.49;1.12;0.01;1.19
SAP;2009;Poor;453;0.008888833;0.010507052;0.005205468;0.000697815;0.000602863;0.000854671;69.00;45;1.400272312;1.89;1.87;0.42;25.11
SAP;2008;Poor;272;0.010561759;0.013555298;0.006180226;0.001240255;0.00164479;0.000533683;34.00;29;0;0.85;2.81;0.02;74.91
WMT;2009;Poor;373;0.0037841;0.004673124;0.00224778;0.000763871;0.000764052;0.000763574;55.00;44;0;0.03;0.27;0;0.21
TPL;2008;Poor;62;0.005817458;0.006049465;0.005502864;0.001307023;0.000253328;0.003147441;10.00;9;53.2218104;0.79;1.48;0.02;6.31
SPL;2008;Poor;615;0.009478584;0.009238964;0.009939503;0.00122028;0.001564872;0.000618404;38.00;34;13.43047;0.24;0.95;0;4.88
CPL;2009;Poor;246;0.008692031;0.008739601;0.00860724;0.000810035;0.001093652;0.000341514;50.00;29;52.10831;0.24;1.26;0;6.78
NAP;2008;Poor;152;0.008689414;0.010120219;0.005869335;0.001351725;0.001824559;0.000525859;49.00;33;0.01139045;0.35;0.76;0.02;3.14
WMT;2008;Poor;415;0.008325344;0.010346733;0.004341242;0.001284934;0.001352178;0.001167482;105.00;45;0.06140809;1.3;2.4;0.1;31.75
UMW;2008;Poor;31;0.009200881;0.010387198;0.006862681;0.001446077;0.000409919;0.003255863;10.00;8;40.40692;1.94;1.61;0.39;36.37
NPL;2009;Poor;415;0.013212649;0.016620485;0.006688271;0.000728224;0.000944197;0.000371447;31.00;27;0.08534791;0.24;1.07;0.01;1.09
XER;2014;Poor;526;0.010406097;0.014036442;0.003927344;0.000926845;0.001090039;0.000656034;54.00;40;0;0.83;0.69;0;0.82
XER;2013;Poor;290;0.012345398;0.015726552;0.007046104;0.001054822;0.00134297;0.000538849;46.00;32;2.01697427;0.11;0.43;0.01;2.29
TPL;2014;Poor;351;0.01041082;0.01197079;0.00588559;0.000791486;0.000984956;0.000470434;70.00;30;76.1951087;2.51;1.99;0.43;41.9
SAP;2013;Poor;81;0.012782607;0.012078812;0.013874549;0.001137335;0.000941114;0.001488699;30.00;14;1.211374988;2.28;1.68;0.43;50
NAP;2014;Poor;87;0.007239503;0.009027371;0.003755759;0.000898478;0.001127834;0.000517877;34.00;22;0.14635525;31.05;6.92;7.55;554.03
SAP;2014;Poor;528;0.007683783;0.007248591;0.008704143;0.000840722;0.001077233;0.000448246;41.00;26;0;0.27;1.32;0;12.71
SAP;2014;Poor;197;0.007074197;0.008048799;0.004789127;0.000766508;0.00092392;0.000505291;65.00;32;0.087476495;0.31;1.08;0.03;4.46
SAP;2014;Poor;207;0.007853035;0.009207437;0.004677479;0.000767408;0.000714633;0.000854985;50.00;42;0.045911549;0.94;1.57;0.08;10.5
CPL;2014;Poor;442;0.006872928;0.008465254;0.003139532;0.000780863;0.000857044;0.000654445;65.00;37;19.47749929;2.29;1.84;0.32;45.26
CPL;2014;Poor;403;0.007411737;0.009154328;0.003326026;0.000786958;0.000756501;0.000837498;66.00;42;1.094146229;0.96;1.43;0.02;13.19
TPL;2014;Poor;283;0.005858701;0.007277055;0.002167221;0.000869817;0.000685699;0.001175348;15.00;14;42.1257993;5.8;2.53;1.56;132.93
SPL;2014;Poor;124;0.005432306;0.006514493;0.00261575;0.000841427;0.000989752;0.000595291;31.00;21;64.1627091;0.61;1.44;0.05;1.63
WMT;2014;Poor;520;0.005264772;0.003507213;0.009839086;0.001387254;0.001146615;0.000417716;41.00;29;0;0.09;0.62;0;0.13
NAP;2013;Poor;219;0.006783916;0.008292444;0.004104542;0.001047276;0.001063305;0.001018574;30.00;18;5.300951626;11.14;3.96;2.32;294.49
XER;2013;Poor;52;0.018570116;0.024789541;0.006218307;0.00126751;0.000745367;0.002202485;28.00;10;1.975976942;0.61;0.85;0.07;6.76
NAP;2014;Poor;274;0.012753373;0.013586821;0.011403693;0.000915462;0.001226439;0.000399415;91.00;27;0.816756686;1.18;1.32;0.14;19.03
XER;2014;Poor;312;0.010253947;0.010518542;0.009824082;0.000756564;0.000899053;0.000520112;33.00;24;0.156273335;0.14;1.02;0.01;0.89
XER;2009;Poor;97;0.007831312;0.008475713;0.006614145;0.000864666;0.001073525;0.000519643;22.00;19;0.168584101;0.51;0.86;0.08;11.43
SAP;2009;Poor;321;0.006522318;0.008301191;0.003162323;0.000780161;0.00073206;0.00085962;17.00;15;0;1.38;2.22;0.1;5.65
SAP;2009;Poor;56;0.006776995;0.008760793;0.00302993;0.000821564;0.000916823;0.000664203;21.00;17;0;0.65;1.3;0;16.83
SPL;2009;Poor;278;0.004078854;0.00413664;0.003978995;0.000772144;0.001017388;0.000367013;35.00;30;25.69603;1.1;1.27;0.24;1.3
SPL;2013;Poor;142;0.008067626;0.008442666;0.007516499;0.001111613;0.001068164;0.001189414;28.00;16;15.23703063;0.41;0.72;0.04;1.62
NAP;2014;Poor;139;0.005443716;0.006639944;0.002330352;0.000871058;0.001143758;0.000418529;36.00;28;0.134422291;0.64;1.31;0.04;4.69
NAP;2013;Poor;273;0.008211714;0.011681354;0.004008758;0.001004873;0.000883484;0.001222239;57.00;45;1.939506832;1.05;1.62;0.15;26.12
WMT;2013;Poor;380;0.007379009;0.007935069;0.00621894;0.001135901;0.001460963;0.000553829;42.00;34;0;0.02;0.34;0;0.56
NAP;2009;Poor;397;0.004348317;0.004129413;0.004726604;0.000722399;0.000180842;0.001617024;178.00;66;0;0.19;0.49;0;0.03
WMT;2014;Poor;385;0.012120671;0.009253642;0.017528963;0.000924884;0.001165109;0.000526244;56.00;36;0;0.05;0.25;0;0.33
SAP;2014;Poor;117;0.008961927;0.006855941;0.012332804;0.000847601;0.001049743;0.000512158;66.00;34;2.609979589;10.01;3.46;2.99;115.97
WMT;2013;Poor;122;0.00997314;0.005401706;0.017089481;0.001152076;0.00105727;0.00132184;39.00;15;0;0.48;1.5;0;0.76
NAP;2013;Poor;55;0.009124508;0.00677926;0.013290023;0.001232974;0.000528782;0.002493936;11.00;9;15.5864016;5.21;2.58;1.04;111.78
SAP;2013;Poor;379;0.010046199;0.013909706;0.004031887;0.000973646;0.000850423;0.001194296;71.00;44;0;3.39;3.2;0.19;30.03
SAP;2013;Poor;255;0.007914669;0.002212168;0.01679174;0.001052132;0.001364198;0.00049333;58.00;28;0;0.51;2.01;0;5.18
XER;2014;Poor;28;0.011217722;0.013815;0.006318282;0.001041049;0.000565051;0.00183094;10.00;9;0.063512066;14.44;3.98;2.26;510.4
WMT;2014;Poor;428;0.011927921;0.014554322;0.006973543;0.0009348;0.00089844;0.000995135;72.00;48;0;0.27;0.56;0;5.83
WMT;2013;Poor;473;0.008337647;0.010885842;0.004370879;0.001280168;0.001772473;0.000398621;47.00;30;0;0.05;0.79;0;1.02
XER;2014;Poor;325;0.013185616;0.015770117;0.008310278;0.000875621;0.00114566;0.000427508;32.00;26;2.452706818;0.72;0.88;0.09;8.94
NAP;2014;Poor;76;0.009387446;0.010744309;0.006965972;0.000849593;0.00100833;0.000586179;57.00;21;1.340496318;3.5;2.63;0.61;93.36
XER;2008;Poor;769;0.01019523;0.012214254;0.008620775;0.001325045;0.001639991;0.00077495;39.00;39;0;0.14;0.67;0;4.69
SPL;2008;Poor;573;0.003728256;0.004759719;0.002472764;0.001165428;0.001365335;0.000816264;52.00;38;23.69134156;0.28;1.01;0;0.9
SPL;2009;Poor;284;0.009559721;0.011767148;0.004535209;0.000698689;0.000890566;0.000381717;32.00;27;46.53448616;0.77;1.12;0.03;1.64
TPL;2008;Poor;8;0.011112255;0.01143269;0.010643245;0.001551156;-0.000457389;0.005059345;4.00;3;59.63997;0.68;1.38;0.06;5.37
SPL;2008;Poor;23;0.010249721;0.013304957;0.005777883;0.001542083;0.000624098;0.003145463;11.00;8;24.2109;0.15;0.9;0;0.66
TPL;2009;Poor;327;0.014163758;0.015132605;0.011848531;0.000762862;0.000968837;0.000422604;41.00;33;64.41306;0.7;1.44;0.07;4.68
SAP;2009;Poor;67;0.004640296;0.00080281;0.011271844;0.000837891;0.00048382;0.001422798;18.00;10;0;0.49;1.67;0.01;6.76
TPL;2009;Poor;248;0.00517557;0.004285552;0.006713609;0.000727015;0.00094269;0.000370732;30.00;28;78.30777;1.05;1.25;0.09;11.24
NAP;2009;Poor;356;0.004103208;0.004967054;0.002610398;0.000695866;0.000816116;0.000497219;44.00;35;3.760298;1.38;1.7;0.21;38.1
TPL;2008;Poor;494;0.006871414;0.008946887;0.004057138;0.001088471;0.001328663;0.000668943;44.00;34;82.86677879;1.16;1.67;0.04;19.43
UMW;2009;Poor;166;0.006826378;0.008151058;0.00446525;0.000838706;0.001018026;0.000542478;59.00;19;11.08238;0.84;1.06;0.03;38.49
UMW;2009;Poor;359;0.008479219;0.009265155;0.007078355;0.000700582;0.000852673;0.000449336;58.00;33;54.85604;1.23;1.67;0.09;16.11
TPL;2014;Poor;106;0.011509746;0.001654264;0.029097951;0.000840002;0.001055532;0.000482342;40.00;24;87.64339118;2.65;1.84;0.52;9.11
WMT;2013;Poor;282;0.014585193;0.019907487;0.006243545;0.001166341;0.001499072;0.000570537;47.00;35;0;0.01;0.15;0;0.36
XER;2013;Poor;208;0.012900713;0.015412675;0.008963707;0.001156147;0.001553514;0.0004446;51.00;29;0;0;0.18;0;1.58
SAP;2014;Poor;57;0.011061394;0.011478878;0.009850339;0.000903917;0.000895303;0.00091821;24.00;16;54.26244034;2.42;2.07;0.43;50.35
CPL;2014;Poor;366;0.007641325;0.009613803;0.003016617;0.000814242;0.000973931;0.000549248;63.00;35;0;0.24;0.89;0;2.46
NAP;2013;Poor;472;0.006524255;0.007965384;0.003964591;0.001108684;0.001086609;0.001148212;55.00;45;0;0.67;1.46;0;26.49
SPL;2014;Poor;495;0.007791912;-0.001187084;0.031161115;0.000822251;0.001038079;0.000464097;35.00;31;0.10102418;0.22;0.87;0.02;3.37
NAP;2013;Poor;234;0.00867728;0.01167053;0.003360815;0.001048022;0.00105263;0.001039769;71.00;42;2.756725441;0.47;0.94;0.06;10.95
NAP;2013;Poor;473;0.009533485;0.002476346;0.022068033;0.001057307;0.001299162;0.000624228;26.00;23;7.335734223;7.16;3.15;1.17;203.69
NAP;2013;Poor;24;0.009562458;0.008771592;0.010967155;0.001098053;0.000752235;0.001717293;19.00;13;4.364416885;2.14;2.1;0.12;93.51
TPL;2013;Poor;230;0.006888354;0.004771987;0.010647343;0.000966215;0.001204209;0.000540049;43.00;27;70.47781357;2.8;1.47;0.71;40.31
WMT;2014;Poor;284;0.012664402;-0.000237661;0.045170779;0.00089227;0.00099685;0.000718725;77.00;41;0.031933315;0.55;1.82;0.07;8.03
NPL;2014;Poor;72;0.008595659;0.009109628;0.007772993;0.000863858;0.000509611;0.001451708;30.00;12;6.960467125;0.3;0.73;0;0.64
XER;2014;Poor;366;0.007924176;0.008760451;0.006565553;0.000827328;0.001014716;0.00051637;35.00;23;1.366533536;0.26;0.86;0.02;2.02
NPL;2009;Poor;620;0.011371512;0.005680233;0.024971811;0.000732672;0.000934147;0.000399846;41.00;31;34.08464;0.22;1.34;0;0.81
XER;2013;Poor;483;0.009395681;0.011228654;0.006542295;0.001051825;0.001301563;0.000604633;52.00;34;0.500625695;0.67;0.9;0.03;8.53
